시도명,의석수,선거구,관할구역,변동,인구수
전라남도,10,여수시 갑,"여수시 동문동, 한려동, 중앙동, 충무동, 광림동, 서강동, 대교동, 월호동, 여서동, 문수동, 미평동, 만덕동, 삼일동, 묘도동, 국동, 돌산읍, 삼산면, 남면",경계조정,135697
전라남도,10,여수시 을,"여수시 둔덕동, 쌍봉동, 시전동, 여천동, 주삼동, 소라면, 율촌면, 화양면, 화정면",경계조정,146189
전라남도,10,순천시·광양시·곡성군·구례군 갑,"순천시 왕조1동, 왕조2동, 매곡동, 삼산동, 조곡동, 덕연동, 풍덕동, 남제동, 저전동, 장천동, 중앙동, 도사동, 향동, 승주읍, 황전면, 월등면, 주암면, 송광면, 외서면, 낙안면, 별량면, 상사면, 서면",구역조정,226902
전라남도,10,순천시·광양시·곡성군·구례군 을,"순천시 해룡면 + 광양시 전 지역, 곡성군 전 지역, 구례군 전 지역",구역조정,261244
전라남도,10,나주시·화순군,"나주시 전 지역, 화순군 전 지역",,177015
전라남도,10,담양군·함평군·영광군·장성군,"담양군 전 지역, 함평군 전 지역, 영광군 전 지역, 장성군 전 지역",,178157
전라남도,10,고흥군·보성군·장흥군·강진군,"고흥군 전 지역, 보성군 전 지역, 장흥군 전 지역, 강진군 전 지역",,179480
전라남도,10,해남군·완도군·진도군,"해남군 전 지역, 완도군 전 지역, 진도군 전 지역",,150952
전라남도,10,영암군·무안군·신안군,"영암군 전 지역, 무안군 전 지역, 신안군 전 지역",,175776
경상북도,13,포항시 북구,포항시 북구 전 지역,,272548
경상북도,13,포항시 남구·울릉군,"포항시 남구 전 지역, 울릉군 전 지역",,242574
경상북도,13,경주시,경주시 전 지역,,254515
경상북도,13,김천시,김천시 전 지역,,140727
경상북도,13,안동시·예천군,"안동시 전 지역, 예천군 전 지역",구역조정,214897
경상북도,13,구미시 갑,"구미시 송정동, 지산동, 도량동, 광평동, 임오동, 비산동, 원평1동, 원평2동, 신평1동, 신평2동, 공단1동, 공단2동, 형곡1동, 형곡2동, 선주원남동, 상모사곡동",,215375
경상북도,13,구미시 을,"구미시 인동동, 진미동, 양포동, 선산읍, 고아읍, 무을면, 옥성면, 도개면, 해평면, 산동면, 장천면",,203209
경상북도,13,영주시·영양군·봉화군·울진군,"영주시 전 지역, 영양군 전 지역, 봉화군 전 지역, 울진군 전 지역",구역조정,202531
경상북도,13,영천시·청도군,"영천시 전 지역, 청도군 전 지역",,144443
경상북도,13,상주시·문경시,"상주시 전 지역, 문경시 전 지역",구역조정,170731
경상북도,13,경산시,경산시 전 지역,,263224
경상북도,13,군위군·의성군·청송군·영덕군,"군위군 전 지역, 의성군 전 지역, 청송군 전 지역, 영덕군 전 지역",구역조정,138496
경상북도,13,고령군·성주군·칠곡군,"고령군 전 지역, 성주군 전 지역, 칠곡군 전 지역",,191920
경상남도,16,창원시 의창구,창원시 의창구 전 지역,,262106
경상남도,16,창원시 성산구,창원시 성산구 전 지역,,218454
경상남도,16,창원시 마산합포구,창원시 마산합포구 전 지역,,176036
경상남도,16,창원시 마산회원구,창원시 마산회원구 전 지역,,193467
경상남도,16,창원시 진해구,창원시 진해구 전 지역,,192763
경상남도,16,진주시 갑,"진주시 천전동, 성북동, 평거동, 신안동, 이현동, 판문동, 가호동, 충무공동, 문산읍, 내동면, 정촌면, 금곡면, 명석면, 대평면, 수곡면",,194522
경상남도,16,진주시 을,"진주시 중앙동, 상봉동, 상대동, 하대동, 상평동, 초장동, 진성면, 일반성면, 이반성면, 사봉면, 지수면, 대곡면, 금산면, 집현면, 미천면",,153030
경상남도,16,통영시·고성군,"통영시 전 지역, 고성군 전 지역",,182518
경상남도,16,사천시·남해군·하동군,"사천시 전 지역, 남해군 전 지역, 하동군 전 지역",,200990
경상남도,16,김해시 갑,"김해시 동상동, 부원동, 북부동, 활천동, 삼안동, 불암동, 진영읍, 한림면, 생림면, 상동면, 대동면",경계조정,262177
경상남도,16,김해시 을,"김해시 회현동, 내외동, 장유1동, 장유2동, 장유3동, 칠산서부동, 주촌면, 진례면",경계조정,280521
경상남도,16,밀양시·의령군·함안군·창녕군,"밀양시 전 지역, 의령군 전 지역, 함안군 전 지역, 창녕군 전 지역",,259591
경상남도,16,거제시,거제시 전 지역,,247592
경상남도,16,양산시 갑,"양산시 중앙동, 삼성동, 강서동, 물금읍, 원동면, 상북면, 하북면",,187024
경상남도,16,양산시 을,"양산시 양주동, 서창동, 소주동, 평산동, 덕계동, 동면",,164633
경상남도,16,산청군·함양군·거창군·합천군,"산청군 전 지역, 함양군 전 지역, 거창군 전 지역, 합천군 전 지역",,181490
제주특별자치도,3,제주시 갑,"제주시 삼도1동, 삼도2동, 용담1동, 용담2동, 오라동, 노형동, 외도동, 이호동, 도두동, 연동, 한림읍, 애월읍, 한경면, 추자면",NA,253218
제주특별자치도,3,제주시 을,"제주시 일도1동, 일도2동, 이도1동, 이도2동, 건입동, 화북동, 삼양동, 봉개동, 아라동, 구좌읍, 조천읍, 우도면",NA,236224
제주특별자치도,3,서귀포시,서귀포시 전 지역,NA,181386
